City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Deputatskiy,RU,69.3,139.9,-27.38,99,97,1.99,overcast clouds
347,Bethanien,NA,-26.502,17.1583,66.58,23,3,2.24,clear sky
348,Vangaindrano,MG,-23.35,47.6,71.98,83,99,4.38,overcast clouds
349,Makakilo City,US,21.3469,-158.0858,82.72,54,100,17.27,overcast clouds
350,Kiama,AU,-34.6833,150.8667,64.38,50,9,12.21,clear sky
351,Jutai,BR,-5.1833,-68.9,75.06,91,75,2.06,broken clouds
352,Iskateley,RU,67.6803,53.1512,7.77,96,72,8.99,broken clouds
353,Toora-Khem,RU,52.4675,96.11,9.28,97,98,1.5,overcast clouds
354,Taoudenni,ML,22.6783,-3.9836,73.36,17,0,8.75,clear sky
355,Turbat,PK,26.0023,63.044,74.73,57,0,3.44,clear sky
356,Wattegama,LK,6.7989,81.4808,70.02,92,92,3.58,overcast clouds
357,Terenos,BR,-20.4422,-54.8603,76.71,43,0,5.75,clear sky
358,Fortuna,US,40.5982,-124.1573,59.94,71,0,9.22,clear sky
359,Boende,CD,-0.2167,20.8667,69.46,99,94,2.39,overcast clouds
360,Uni,RU,57.7535,51.4923,14.49,97,95,5.3,overcast clouds
361,Yining,CN,29.0361,114.5636,57.29,91,100,1.25,overcast clouds
362,Yanam,IN,16.7333,82.2167,65.19,77,45,4.09,scattered clouds
363,Half Moon Bay,US,37.4636,-122.4286,69.71,49,0,12.66,clear sky
364,Ayna,PE,-12.65,-73.9167,61.11,96,99,0.85,overcast clouds
365,Monte Alegre De Minas,BR,-18.8706,-48.8808,76.06,29,0,5.99,clear sky
366,Birao,CF,10.2849,22.7882,69.48,33,99,5.53,overcast clouds
367,Tezu,IN,27.9167,96.1667,59.25,45,1,4.03,clear sky
368,Pyay,MM,18.8167,95.2167,69.96,78,7,5.77,clear sky
369,Dauriya,RU,49.9333,116.8667,12.0,95,78,5.73,broken clouds
370,Inuvik,CA,68.3499,-133.7218,23.76,52,40,10.36,scattered clouds
371,Atbasar,KZ,51.8,68.3333,12.52,93,94,7.27,overcast clouds
372,Terra Santa,BR,-2.1042,-56.4869,82.36,57,78,0.45,broken clouds
373,Amapa,BR,1.0,-52.0,73.6,68,93,3.15,overcast clouds
374,Erzin,TR,36.9559,36.2,58.32,73,85,4.12,overcast clouds
375,Maragogi,BR,-9.0122,-35.2225,76.71,83,43,6.76,scattered clouds
376,Lerwick,GB,60.1545,-1.1494,50.0,90,100,42.77,moderate rain
377,Kaberamaido,UG,1.7389,33.1594,65.82,91,100,2.21,overcast clouds
378,Lahij,YE,13.1667,44.5833,69.37,76,4,3.67,clear sky
379,Tateyama,JP,34.9833,139.8667,55.09,72,38,15.55,scattered clouds
380,Brigantine,US,39.4101,-74.3646,46.0,65,0,16.11,clear sky
381,Lazaro Cardenas,MX,17.9583,-102.2,80.19,79,0,4.85,clear sky
382,Puerto Madryn,AR,-42.7692,-65.0385,63.09,50,1,19.84,clear sky
383,San Vicente,AR,-26.6167,-54.1333,60.98,72,1,2.3,clear sky
384,Cayenne,GF,4.9333,-52.3333,80.64,83,0,2.3,clear sky
385,Sheregesh,RU,52.9209,87.9869,19.96,86,100,7.47,overcast clouds
386,Baykit,RU,61.67,96.37,-6.57,98,100,3.8,overcast clouds
387,Hurghada,EG,27.2574,33.8129,68.04,37,0,10.36,clear sky
388,Oktyabrskoye,RU,43.0645,44.7417,28.54,93,100,4.47,overcast clouds
389,Mackenzie,CA,55.2999,-123.1698,30.42,47,0,6.91,clear sky
390,Porto Uniao,BR,-26.2381,-51.0783,57.67,80,0,1.79,clear sky
391,Daru,PG,-9.0763,143.2092,84.51,76,100,5.82,overcast clouds
392,Pytalovo,RU,57.0679,27.9138,31.15,72,75,5.5,broken clouds
393,Constitucion,CL,-35.3333,-72.4167,58.32,82,43,13.4,scattered clouds
394,Dukat,RU,62.55,155.55,-26.55,97,60,4.05,broken clouds
395,Sharjah,AE,25.3573,55.4033,80.58,78,0,3.44,clear sky
396,Naze,JP,28.3667,129.4833,70.72,69,96,14.03,overcast clouds
397,Qandala,SO,11.472,49.8728,75.76,70,0,6.64,clear sky
398,Saskatoon,CA,52.1168,-106.6345,19.38,73,100,16.11,overcast clouds
399,Tura,IN,25.5198,90.2201,60.03,93,0,3.69,clear sky
400,Vanimo,PG,-2.6741,141.3028,84.65,71,76,4.94,broken clouds
401,Komsomolskiy,UZ,40.4272,71.7189,38.12,81,11,4.61,few clouds
402,Camapua,BR,-19.5314,-54.0439,72.54,48,0,9.24,clear sky
403,Touros,BR,-5.1989,-35.4608,78.93,70,3,13.6,clear sky
404,Ullapool,GB,57.8987,-5.1604,48.34,91,86,3.69,overcast clouds
405,Aleksinac,RS,43.5417,21.7078,53.56,87,100,2.55,light rain
406,Alugan,PH,12.2188,125.4808,80.98,87,77,10.29,broken clouds
407,Conde,BR,-7.2597,-34.9075,78.26,78,0,5.75,clear sky
408,Guanica,PR,17.9716,-66.908,80.06,72,21,6.98,few clouds
409,Coihaique,CL,-45.5752,-72.0662,59.61,62,75,3.44,broken clouds
410,Muravlenko,RU,63.7898,74.523,-10.12,87,76,9.53,broken clouds
411,Lady Frere,ZA,-31.7031,27.2329,57.0,89,90,2.04,overcast clouds
412,Lebanon,US,36.2081,-86.2911,44.96,58,100,0.0,overcast clouds
413,Rocha,UY,-34.4833,-54.3333,60.24,85,19,2.86,few clouds
414,Spirit River,CA,55.7833,-118.8361,21.63,87,1,5.68,clear sky
415,Kathmandu,NP,27.7167,85.3167,50.22,93,40,2.3,scattered clouds
416,Qui Nhon,VN,13.7667,109.2333,76.44,90,54,6.26,broken clouds
417,Aksha,RU,50.2814,113.2867,20.68,83,27,7.07,scattered clouds
418,Erdenet,MN,49.0333,104.0833,16.32,75,4,3.85,clear sky
419,Gat,IL,31.61,34.7642,64.4,100,32,4.59,scattered clouds
420,Gallup,US,35.5281,-108.7426,38.16,32,0,13.8,clear sky
421,Agutaya,PH,11.148,120.9417,83.21,79,100,20.2,overcast clouds
422,San Policarpo,PH,12.1791,125.5072,81.25,86,74,10.76,broken clouds
423,Berdigestyakh,RU,62.0989,126.6992,-17.21,90,83,9.26,broken clouds
424,Prince George,CA,53.9166,-122.753,32.61,85,0,9.22,clear sky
425,Canas,CR,10.4294,-85.0931,75.56,87,53,7.52,broken clouds
426,Fort Nelson,CA,58.8053,-122.7002,22.59,50,40,2.3,scattered clouds
427,Constantine,DZ,36.365,6.6147,60.21,77,75,5.75,light rain
428,Ihosy,MG,-22.4,46.1167,66.13,89,63,3.89,broken clouds
429,Flinders,AU,-34.5833,150.8552,64.18,50,8,4.0,clear sky
430,Irituia,BR,-1.7711,-47.4381,77.09,80,79,3.22,broken clouds
431,Whitehorse,CA,60.7161,-135.0538,21.02,91,75,5.75,broken clouds
432,Lompoc,US,34.6391,-120.4579,75.02,26,0,11.5,clear sky
433,Nemuro,JP,43.3236,145.575,41.85,64,66,10.71,broken clouds
434,Maloy,NO,61.9353,5.1136,47.93,40,0,3.42,clear sky
435,Am Timan,TD,11.0297,20.2827,74.43,28,21,5.64,few clouds
436,Rawson,AR,-43.3002,-65.1023,61.21,54,0,17.25,clear sky
437,Amahai,ID,-3.3333,128.9167,84.42,70,100,1.43,overcast clouds
438,Natal,BR,-5.795,-35.2094,79.45,73,20,11.5,few clouds
439,Atar,MR,20.5169,-13.0499,77.07,21,6,9.51,clear sky
440,Fraserburgh,GB,57.6874,-2.0184,49.48,91,84,27.47,light rain
441,Knysna,ZA,-34.0363,23.0471,62.08,76,99,3.47,overcast clouds
442,Mandalgovi,MN,45.7625,106.2708,28.04,35,19,6.93,few clouds
443,Nioro,GM,13.35,-15.75,78.1,62,84,5.06,broken clouds
444,Oroquieta,PH,8.4858,123.8044,80.82,84,98,4.52,overcast clouds
445,Udachnyy,RU,66.4167,112.4,-19.55,68,98,0.69,overcast clouds
446,Arman,RU,59.7,150.1667,-4.99,89,97,9.01,overcast clouds
447,Evensk,RU,61.95,159.2333,2.62,91,97,6.4,overcast clouds
448,Kaputa,ZM,-8.4689,29.6619,70.14,83,97,1.36,overcast clouds
449,Lumut,MY,4.2323,100.6298,75.22,100,40,0.0,scattered clouds
450,Biltine,TD,14.5333,20.9167,70.83,27,41,7.74,scattered clouds
451,Laje,BR,-10.1833,-40.9667,79.21,58,78,4.52,broken clouds
452,Muros,ES,42.7762,-9.0603,62.1,80,100,14.14,overcast clouds
453,Darasun,RU,51.6667,114.0,15.89,92,75,5.26,broken clouds
454,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.12,97,94,1.1,overcast clouds
455,Alyangula,AU,-13.8483,136.4192,88.83,55,89,3.15,overcast clouds
456,Utete,TZ,-7.986,38.758,74.61,88,55,1.74,broken clouds
457,Puerto Escondido,MX,15.85,-97.0667,85.03,61,40,3.44,scattered clouds
458,Vysokogornyy,RU,50.1167,139.15,16.2,89,97,2.8,overcast clouds
459,San Quintin,MX,30.4833,-115.95,65.46,41,0,7.29,clear sky
460,Teahupoo,PF,-17.8333,-149.2667,78.76,81,93,7.27,overcast clouds
461,Sabzevar,IR,36.2126,57.6819,45.68,57,20,9.22,few clouds
462,Mala,PE,-12.6581,-76.6308,65.8,85,98,7.54,overcast clouds
463,Bereda,ES,43.2686,-7.5406,56.14,97,91,9.4,overcast clouds
464,Kjollefjord,NO,70.9457,27.3465,42.62,39,52,11.5,broken clouds
465,Yarega,RU,63.4354,53.5765,-12.44,100,27,2.98,scattered clouds
466,Bairiki,KI,1.3292,172.9752,87.8,62,40,12.66,scattered clouds
467,Grand Gaube,MU,-20.0064,57.6608,68.4,70,1,5.01,clear sky
468,Altay,CN,47.8667,88.1167,30.06,91,100,14.23,snow
469,Sungaipenuh,ID,-2.0833,101.3833,63.18,98,100,3.31,overcast clouds
470,Alekseyevsk,RU,57.8406,108.3492,31.26,88,100,11.5,overcast clouds
471,Nacala,MZ,-14.5428,40.6728,75.38,86,95,4.97,light rain
472,Linjiang,CN,41.8069,126.9078,34.92,56,19,1.97,few clouds
473,Guane,CU,22.2025,-84.0875,76.06,82,40,5.08,scattered clouds
474,Lenoir,US,35.2335,-77.6497,53.73,71,0,3.44,clear sky
475,Kavaratti,IN,10.5669,72.642,81.12,72,10,2.44,clear sky
476,Trairi,BR,-3.2778,-39.2689,78.78,70,8,11.86,clear sky
477,Kidal,ML,18.4411,1.4078,70.74,16,88,7.94,overcast clouds
478,Boda,CF,4.3189,17.4695,71.85,56,100,1.01,overcast clouds
479,Traverse City,US,44.7631,-85.6206,32.2,85,100,9.22,overcast clouds
480,Wanaka,NZ,-44.7,169.15,58.05,83,100,2.08,overcast clouds
481,Bonthe,SL,7.5264,-12.505,77.83,80,60,0.96,broken clouds
482,Lufilufi,WS,-13.8745,-171.5986,85.78,73,27,10.89,scattered clouds
483,Moron,AR,-34.6534,-58.6198,85.05,46,10,5.55,clear sky
484,Port Macquarie,AU,-31.4333,152.9167,67.89,48,7,15.88,clear sky
485,Husavik,IS,66.0449,-17.3389,43.99,78,100,16.89,overcast clouds
486,Tuim,RU,54.3417,89.9261,24.82,73,93,20.67,overcast clouds
487,Ponta Delgada,PT,37.7333,-25.6667,64.51,94,75,2.3,light intensity shower rain
488,Camopi,GF,3.1655,-52.3158,75.07,82,100,4.03,overcast clouds
489,Stornoway,GB,58.2093,-6.3865,48.16,76,44,6.91,scattered clouds
490,Keuruu,FI,62.2667,24.7,29.8,95,25,3.87,scattered clouds
491,Bendigo,AU,-36.7667,144.2833,55.63,64,93,3.0,overcast clouds
492,Vicuna,CL,-30.0319,-70.7081,77.77,60,11,2.3,few clouds
493,Nago,JP,26.5881,127.9761,75.63,77,97,14.05,overcast clouds
494,Katete,UG,-0.7818,29.7544,61.84,97,98,2.17,light rain
495,Waitati,NZ,-45.75,170.5667,55.8,99,100,3.56,overcast clouds
496,Eyl,SO,7.9803,49.8164,76.6,74,10,11.23,clear sky
497,Pasighat,IN,28.0667,95.3333,59.02,63,2,2.91,clear sky
498,Tanabe,JP,33.7333,135.3667,56.41,58,75,5.75,broken clouds
499,Coquimbo,CL,-29.9533,-71.3436,61.23,85,23,2.48,few clouds
500,Kathu,TH,7.9178,98.3332,84.74,88,100,1.41,overcast clouds
501,Namibe,AO,-15.1961,12.1522,68.81,78,56,7.54,broken clouds
502,Dzaoudzi,YT,-12.7887,45.2699,76.89,83,20,2.3,few clouds
503,Zabol,AF,32.25,67.25,39.29,52,0,5.57,clear sky
504,Julio De Castilhos,BR,-29.2269,-53.6817,65.19,56,0,3.85,clear sky
505,White Rock,CA,49.0164,-122.8026,50.0,87,96,1.99,overcast clouds
506,Cidreira,BR,-30.1811,-50.2056,67.26,61,0,4.38,clear sky
507,Alofi,NU,-19.0595,-169.9187,82.29,78,59,8.05,broken clouds
508,Bonaventure,CA,48.0457,-65.4926,32.58,100,100,11.5,snow
509,Warrington,GB,53.3925,-2.5802,49.86,93,75,10.36,light rain
510,Trincomalee,LK,8.5711,81.2335,78.35,66,98,8.57,overcast clouds
511,Acapulco,MX,16.8634,-99.8901,84.02,74,75,4.61,broken clouds
512,Bentiu,SS,9.2333,29.8333,74.23,36,55,5.44,broken clouds
513,Shirokiy,RU,49.758,129.523,10.74,98,79,3.76,broken clouds
514,Kintinku,TZ,-5.8833,35.2333,75.4,54,82,5.35,broken clouds
515,Illescas,ES,40.1221,-3.847,58.6,92,100,16.8,overcast clouds
516,Gambela,ET,8.25,34.5833,72.25,69,19,2.59,few clouds
517,Alta Floresta,BR,-9.8756,-56.0861,72.01,94,97,0.96,overcast clouds
518,Manggar,ID,-2.8833,108.2667,81.21,83,72,9.24,broken clouds
519,Havoysund,NO,70.9963,24.6622,39.43,63,39,13.65,scattered clouds
520,Elbistan,TR,38.2059,37.1983,45.23,82,93,1.66,overcast clouds
521,Kinablangan,PH,7.6947,126.5503,76.19,91,100,2.59,overcast clouds
522,Sirnak,TR,37.5228,42.4594,41.07,84,100,3.24,overcast clouds
523,Yeppoon,AU,-23.1333,150.7333,78.58,31,83,7.65,broken clouds
524,Arcachon,FR,44.5875,-1.0519,62.65,67,100,17.27,overcast clouds
525,Yumen,CN,40.2833,97.2,28.18,34,0,5.57,clear sky
526,Saint John,CA,45.2727,-66.0677,46.4,100,100,25.32,mist
527,Sulangan,PH,11.1373,123.7228,82.53,78,69,11.32,broken clouds
528,Ibicarai,BR,-14.865,-39.5875,71.38,99,100,2.26,light rain
529,Kashi,CN,39.4547,75.9797,47.41,19,65,6.71,broken clouds
530,Roblin,CA,51.23,-101.3565,13.82,90,100,14.88,overcast clouds
531,Pangnirtung,CA,66.1451,-65.7125,-1.88,82,75,3.09,broken clouds
532,Shingu,JP,33.7333,135.9833,58.17,60,57,4.9,broken clouds
533,Kasongo-Lunda,CD,-6.4667,16.8167,69.67,91,100,1.92,overcast clouds
534,Artyom,AZ,40.4723,50.333,53.74,85,97,21.88,overcast clouds
535,Homer,US,59.6425,-151.5483,37.29,87,0,3.44,clear sky
536,Westport,US,41.1415,-73.3579,46.74,71,75,10.36,broken clouds
537,Sinnamary,GF,5.3833,-52.95,78.84,83,100,10.04,overcast clouds
538,Andenes,NO,69.3143,16.1194,33.78,80,14,12.66,few clouds
539,Miedzychod,PL,52.5988,15.897,39.38,75,94,12.82,overcast clouds
540,Haysville,US,37.5645,-97.3523,36.12,49,0,13.8,clear sky
541,Fontaine,FR,45.1984,5.6827,57.47,76,68,5.01,broken clouds
542,Kota,IN,25.1833,75.8333,63.32,36,0,1.25,clear sky
543,Linxia,CN,35.6003,103.2064,37.08,66,40,1.83,scattered clouds
544,Mortka,RU,59.3322,66.0214,-13.27,98,13,1.97,few clouds
545,Najran,SA,17.4924,44.1277,61.45,31,1,0.94,clear sky
546,Markova,UA,48.6758,24.4138,43.12,96,100,2.82,overcast clouds
547,Tafo,GH,6.7345,-1.6127,68.36,64,21,3.96,few clouds
548,Soto La Marina,MX,23.7667,-98.2167,53.78,61,100,9.98,overcast clouds
549,Altos,BR,-5.0381,-42.46,82.71,39,30,6.67,scattered clouds
550,Bahia Blanca,AR,-38.7196,-62.2724,66.29,66,13,1.01,few clouds
551,Kurilsk,RU,45.2333,147.8833,38.26,62,83,20.76,broken clouds
552,Carutapera,BR,-1.195,-46.02,78.19,75,58,7.56,broken clouds
553,Kununurra,AU,-15.7667,128.7333,78.78,83,75,1.14,broken clouds
554,Foindu,SL,7.4108,-11.5422,72.86,94,40,0.56,scattered clouds
555,Matara,LK,5.9485,80.5353,74.89,90,91,5.59,overcast clouds
556,Saint Simons,US,31.1352,-81.3901,62.64,65,0,6.91,clear sky
557,Gazojak,TM,41.1875,61.4036,36.28,57,49,11.68,scattered clouds
558,Freeport,US,40.6576,-73.5832,47.17,64,100,17.27,overcast clouds
559,Ponorogo,ID,-7.8685,111.462,80.55,81,81,1.88,broken clouds
560,Pankrushikha,RU,53.8319,80.3406,19.17,90,100,15.75,overcast clouds
561,Novikovo,RU,51.1537,37.8879,30.83,96,100,10.54,snow
562,Upington,ZA,-28.4478,21.2561,62.98,19,45,4.61,scattered clouds
563,Warrnambool,AU,-38.3833,142.4833,56.52,66,26,8.61,scattered clouds
564,Dawei,MM,14.0833,98.2,74.98,91,100,4.14,overcast clouds
565,Mitu,CO,1.1983,-70.1733,73.22,98,93,2.06,light rain
566,Kozhanka,UA,49.9793,29.7381,34.41,99,100,10.07,light snow
567,Cheyenne,US,41.14,-104.8203,32.32,52,0,17.27,clear sky
568,Uarini,BR,-2.99,-65.1083,76.19,90,49,1.95,scattered clouds
569,Vila Velha,BR,-20.3297,-40.2925,71.55,97,75,3.44,broken clouds
570,Marrakesh,MA,31.6315,-8.0083,64.47,32,0,3.44,clear sky
571,Luderitz,NA,-26.6481,15.1594,60.13,81,7,12.17,clear sky
572,Harnosand,SE,62.6323,17.9379,27.0,71,9,4.65,clear sky
573,Mildura,AU,-34.2,142.15,59.27,42,0,8.5,clear sky
574,Gaoyou,CN,32.7858,119.4278,55.38,87,100,9.98,overcast clouds
575,Maanshan,CN,31.6957,118.4983,55.45,91,100,6.44,overcast clouds
576,Ulaanbaatar,MN,47.9077,106.8832,-0.27,85,0,4.47,clear sky
577,Suzdal,RU,56.4281,40.4414,25.09,72,84,2.53,broken clouds
578,Villa Carlos Paz,AR,-31.4241,-64.4978,85.89,28,3,15.99,clear sky
579,Ilhabela,BR,-23.7781,-45.3581,69.71,78,25,4.23,scattered clouds
580,Eatonton,US,33.3268,-83.3885,49.35,62,100,8.88,overcast clouds
581,Quatre Cocos,MU,-20.2078,57.7625,68.11,66,0,5.53,clear sky
582,Vao,NC,-22.6667,167.4833,76.28,80,98,12.97,overcast clouds
583,Olafsvik,IS,64.8945,-23.7142,44.26,72,77,21.68,broken clouds
584,Codrington,AU,-38.2667,141.9667,57.13,67,66,7.81,broken clouds
585,Pancevo,RS,44.8708,20.6403,53.8,95,100,6.44,light rain
586,Vigrestad,NO,58.5667,5.7,47.59,74,79,35.46,broken clouds
587,Ulma,DE,48.3984,9.9916,43.36,94,97,3.89,light rain
588,Butte,US,39.6499,-121.5677,68.22,36,0,6.91,clear sky
589,Corner Brook,CA,48.9667,-57.9484,28.56,91,100,3.15,overcast clouds
590,Ninotsminda,GE,41.2646,43.5916,31.86,92,99,3.87,overcast clouds
591,Barber,CW,12.2833,-69.0667,82.38,78,40,13.8,scattered clouds
592,Mozhaysk,RU,55.5019,36.0272,22.39,89,31,2.93,scattered clouds
593,Nanakuli,US,21.3906,-158.1547,84.15,48,100,17.27,overcast clouds
594,Novoagansk,RU,61.9449,76.6625,-14.93,94,26,4.32,scattered clouds
595,Ukhta,RU,63.5671,53.6835,-12.64,100,23,2.98,few clouds
596,Nalut,LY,30.3333,10.85,60.4,29,0,10.8,clear sky
597,Mascote,BR,-15.5631,-39.3025,71.83,99,100,2.53,moderate rain
598,Tomatlan,MX,19.9333,-105.25,78.4,71,0,2.98,clear sky
599,Hohhot,CN,40.8106,111.6522,21.49,86,0,4.47,clear sky
600,Tiznit,MA,29.5833,-9.5,63.63,28,61,1.81,broken clouds
601,Lexington Park,US,38.2668,-76.4538,49.68,61,40,16.11,scattered clouds
602,Karlstad,SE,59.3793,13.5036,32.56,67,75,9.22,broken clouds
603,Nuristan,AF,35.3,70.8333,9.27,59,7,15.66,clear sky
604,Doka,SD,13.5167,35.7667,76.05,37,2,6.24,clear sky
605,Richards Bay,ZA,-28.783,32.0377,71.04,92,78,6.22,broken clouds
606,Kloulklubed,PW,7.0419,134.2556,75.7,77,100,17.18,light rain
607,Helena,US,46.5927,-112.0361,32.25,74,75,1.99,broken clouds
608,Antsohihy,MG,-14.8796,47.9875,72.66,85,97,2.06,overcast clouds
609,Anadyr,RU,64.75,177.4833,34.3,86,0,4.47,clear sky
610,Itaituba,BR,-4.2761,-55.9836,81.16,71,97,2.04,overcast clouds
611,Kushiro,JP,42.975,144.3747,38.35,81,40,6.91,scattered clouds
612,Mackay,AU,-21.15,149.2,85.68,46,61,18.66,broken clouds
613,Skara,SE,58.3866,13.4384,36.75,73,100,9.6,overcast clouds
614,Kailua,US,21.4022,-157.7394,84.18,59,75,12.66,broken clouds
615,Porkhov,RU,57.765,29.5561,31.42,74,100,3.62,overcast clouds
616,Fengzhen,CN,40.4394,113.1536,34.7,68,1,1.95,clear sky
617,Kangaatsiaq,GL,68.3065,-53.4641,21.15,89,100,1.77,overcast clouds
618,Hauterive,FR,46.0901,3.4459,57.96,73,99,14.16,overcast clouds
619,Amga,RU,60.8953,131.9608,-39.51,100,54,2.48,broken clouds
620,Achacachi,BO,-16.05,-68.6833,44.83,71,44,9.93,scattered clouds
621,Lardos,GR,36.0942,28.0157,62.42,73,7,8.3,clear sky
622,Palana,RU,59.1167,159.9667,21.0,92,100,13.87,snow
623,Ancud,CL,-41.8697,-73.8203,53.65,92,32,4.18,scattered clouds
624,Havelock,US,34.8791,-76.9013,55.94,87,0,3.44,clear sky
625,Changli,CN,39.7042,119.1506,45.21,62,0,4.07,clear sky
626,Cuiluan,CN,47.72,128.648,21.74,76,7,1.72,clear sky
627,Freetown,SL,8.484,-13.2299,78.46,80,77,4.16,broken clouds
628,Kysyl-Syr,RU,63.8986,122.7617,-15.18,91,100,13.18,overcast clouds
629,Muzaffarabad,PK,34.37,73.4711,48.85,63,0,6.22,clear sky
630,Peniche,PT,39.3558,-9.3811,65.1,94,100,19.22,overcast clouds
631,Yangambi,CD,0.8102,24.4336,67.19,99,97,2.75,light rain
632,Erenhot,CN,43.6475,111.9767,28.9,47,1,8.48,clear sky
633,Ostrovnoy,RU,68.0531,39.5131,29.97,89,91,7.81,overcast clouds
634,Poum,NC,-20.2333,164.0167,79.41,76,96,4.94,overcast clouds
635,Sisimiut,GL,66.9395,-53.6735,22.71,90,100,21.05,light snow
636,Teya,RU,60.3778,92.6267,-1.73,99,99,2.75,overcast clouds
637,Ozernovskiy,RU,51.5,156.5167,32.72,63,48,7.92,scattered clouds
638,Neiafu,TO,-18.65,-173.9833,81.28,89,40,2.3,scattered clouds
639,San Andres,CO,12.5847,-81.7006,84.22,79,40,12.66,scattered clouds
640,Sorochinsk,RU,52.4338,53.1583,26.44,94,100,9.01,overcast clouds
641,Russell,US,32.3502,-85.1999,49.6,53,0,10.36,clear sky
642,Lake Cowichan,CA,48.825,-124.0546,40.32,68,18,1.79,few clouds
643,Liepaja,LV,56.5419,21.0367,33.78,75,100,10.36,overcast clouds
644,Haines Junction,CA,60.7522,-137.5108,17.55,86,89,0.0,overcast clouds
645,Verkhnevilyuysk,RU,63.4453,120.3167,0.0,96,100,7.18,light snow
646,Seymchan,RU,62.8833,152.4333,-19.39,100,99,1.99,overcast clouds
647,Ciudad Ojeda,VE,10.1964,-71.3082,79.9,86,95,5.7,overcast clouds
648,Batangafo,CF,7.3008,18.2833,72.34,37,80,1.81,broken clouds
649,Mitsamiouli,KM,-11.3847,43.2844,77.88,79,66,9.17,broken clouds
650,Csengele,HU,46.5423,19.8636,49.01,99,100,7.87,overcast clouds
651,Suleja,NG,9.1758,7.1808,72.59,42,9,3.33,clear sky
652,Mporokoso,ZM,-9.3727,30.125,61.41,94,69,3.91,light rain
653,Vanavara,RU,60.34,102.2797,15.51,96,100,3.96,light snow
654,Churapcha,RU,62.0025,132.4325,-37.48,99,47,5.44,scattered clouds
655,Vostok,RU,46.4856,135.8833,20.8,81,79,2.68,broken clouds
656,Onega,RU,63.9061,38.1404,30.6,85,66,6.08,broken clouds
657,Jasper,US,37.2001,-94.3502,33.85,52,0,12.66,clear sky
658,Ngunguru,NZ,-35.6167,174.5,68.81,71,63,10.65,broken clouds
659,Eenhana,NA,-17.4667,16.3333,78.71,41,88,8.59,overcast clouds
660,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,90,84,6.29,light rain
661,Sarkand,KZ,45.41,79.9186,21.78,81,98,2.57,overcast clouds
662,Leh,IN,34.1667,77.5833,17.42,88,95,0.83,overcast clouds
663,Winslow,US,35.0242,-110.6974,48.38,14,0,8.05,clear sky
664,Lakatoro,VU,-16.0999,167.4164,84.45,68,10,5.7,clear sky
665,Sovetskaya,RU,44.7769,41.1722,44.35,51,100,5.03,overcast clouds
666,Resistencia,AR,-27.4606,-58.9839,80.65,41,1,5.75,clear sky
667,Rusape,ZW,-18.5278,32.1284,61.56,80,0,1.25,clear sky
668,Maple Creek,CA,49.9168,-109.4848,24.85,80,100,19.57,overcast clouds
669,Baykalovo,RU,57.3981,63.7684,-7.83,99,83,3.13,broken clouds
670,Fenoarivo,MG,-18.933,47.4354,62.67,100,75,4.61,moderate rain
671,Manono,CD,-7.3,27.4167,66.51,94,99,2.48,overcast clouds
672,Manavalakurichi,IN,8.1333,77.3,77.32,82,100,5.79,overcast clouds
673,Manokwari,ID,-0.8667,134.0833,77.25,90,100,5.99,overcast clouds
674,Kaeo,NZ,-35.1,173.7833,74.32,87,75,7.31,light rain
675,Vaitape,PF,-16.5167,-151.75,79.48,75,100,3.65,overcast clouds
676,Lake City,US,30.1897,-82.6393,60.62,72,0,9.22,clear sky
677,Okhotsk,RU,59.3833,143.3,-4.29,78,11,16.04,few clouds
